# trarcmin    trwidth    tcounts      tarea        ttexp
#
5.000000e-01 5.000000e-01 2.491000e+03 3.132846e+00 1.586648e+06 
1.833333e+00 8.333333e-01 1.118400e+04 1.433880e+01 1.546318e+06 
3.500000e+00 8.333333e-01 2.291200e+04 3.005467e+01 1.464232e+06 
5.166667e+00 8.333333e-01 3.532200e+04 4.777591e+01 1.385709e+06 
6.833333e+00 8.333333e-01 3.498700e+04 4.796095e+01 1.303951e+06 
