# trarcmin    trwidth    tcounts      tarea        ttexp
#
5.000000e-01 5.000000e-01 6.140000e+02 3.132846e+00 1.554792e+06 
1.833333e+00 8.333333e-01 2.961000e+03 1.433880e+01 1.530195e+06 
3.500000e+00 8.333333e-01 6.262000e+03 3.005467e+01 1.467822e+06 
5.166667e+00 8.333333e-01 9.394000e+03 4.777591e+01 1.377506e+06 
6.833333e+00 8.333333e-01 9.317000e+03 4.796095e+01 1.315442e+06 
