# trarcmin    trwidth    tcounts      tarea        ttexp
#
5.000000e-01 5.000000e-01 1.917000e+03 3.132846e+00 1.588674e+06 
1.833333e+00 8.333333e-01 8.360000e+03 1.433880e+01 1.565308e+06 
3.500000e+00 8.333333e-01 1.727000e+04 3.005467e+01 1.512107e+06 
5.166667e+00 8.333333e-01 2.611400e+04 4.777591e+01 1.468069e+06 
6.833333e+00 8.333333e-01 2.557700e+04 4.796095e+01 1.421894e+06 
