# trarcmin    trwidth    tcounts      tarea        ttexp
#
5.000000e-01 5.000000e-01 1.928000e+03 3.132846e+00 1.592022e+06 
1.833333e+00 8.333333e-01 8.695000e+03 1.433880e+01 1.568949e+06 
3.500000e+00 8.333333e-01 1.800500e+04 3.005467e+01 1.514407e+06 
5.166667e+00 8.333333e-01 2.791300e+04 4.777591e+01 1.464148e+06 
6.833333e+00 8.333333e-01 2.757300e+04 4.796095e+01 1.416461e+06 
